pickup_distance_km,time_difference_min,route_overlap_percent,detour_km,destination_compatibility,preference_compatible,match
3.9,1,33.31,0.82,0.14,0,0
2.67,19,77.81,0.89,0.2,1,1
4.91,18,2.64,0.14,0.98,1,0
4.88,16,12.38,1.62,0.49,1,0
1.9,24,53.32,0.6,0.49,1,0
1.17,22,37.2,1.5,1.0,0,0
4.33,2,51.71,1.12,0.01,0,1
0.83,11,64.31,1.79,0.13,1,0
1.14,22,80.95,3.72,0.1,0,0
1.74,4,96.65,0.49,0.16,0,1
0.22,1,67.1,0.12,0.92,0,1
4.64,8,70.66,2.71,0.52,1,0
1.55,19,28.75,1.74,0.49,0,0
0.37,19,53.57,1.19,0.04,1,1
0.75,4,84.84,1.67,0.48,0,1
0.22,23,82.16,1.53,0.76,1,1
0.44,23,17.53,1.27,0.59,1,0
4.17,17,19.13,2.29,0.34,0,0
3.86,11,62.29,3.49,0.04,1,0
3.89,0,94.6,2.76,0.39,0,0
2.25,5,85.62,2.5,0.39,1,1
2.23,19,72.04,0.89,0.1,1,1
1.17,11,8.35,0.4,0.27,1,0
1.08,18,13.46,3.31,0.84,1,0
1.46,26,21.05,3.55,0.27,0,0
3.53,19,64.79,2.5,0.56,1,0
3.62,17,90.79,0.55,0.22,0,1
1.94,22,44.39,3.83,0.51,1,0
2.2,19,90.91,2.62,0.86,1,1
1.51,16,11.86,1.45,0.45,1,0
3.66,30,48.55,0.41,0.55,1,0
4.74,6,75.92,3.75,0.82,1,1
4.71,10,59.99,0.82,0.28,0,0
2.99,15,46.07,2.9,0.28,1,0
3.51,22,11.75,3.58,0.71,1,0
3.05,20,26.28,1.05,0.75,0,0
4.65,2,0.89,2.53,0.73,0,0
2.17,5,68.74,0.5,0.74,0,1
1.38,23,18.61,3.1,0.87,0,0
4.96,28,21.33,2.44,0.63,0,0
2.12,8,18.48,3.87,0.22,1,0
2.37,3,2.06,1.18,0.89,1,0
1.75,5,84.56,2.25,0.68,0,1
4.11,15,67.61,3.66,0.23,0,0
4.67,23,92.58,1.96,0.29,1,0
3.15,19,39.32,2.66,0.3,0,0
1.27,27,63.96,1.43,0.85,1,1
1.83,20,94.32,2.94,0.39,1,0
0.57,9,52.0,0.52,0.1,1,1
0.69,1,9.89,4.0,0.14,0,0
1.16,27,15.87,1.82,0.9,0,0
2.58,3,90.33,1.78,0.08,1,1
0.58,13,19.51,1.41,0.29,1,0
2.96,27,71.5,1.75,0.25,0,0
3.52,15,12.92,3.48,0.24,1,0
0.35,12,33.8,0.81,0.35,1,1
3.69,21,9.07,3.71,0.68,1,0
1.11,16,94.2,1.13,0.32,1,1
1.44,19,99.4,2.02,0.8,0,1
0.42,12,61.87,1.35,0.01,1,1
2.56,8,34.94,1.18,0.33,0,0
0.89,2,9.82,0.45,0.36,1,1
0.54,11,2.03,1.36,0.12,0,0
2.91,25,8.85,0.64,0.34,0,0
3.17,4,61.43,3.58,0.25,1,0
1.46,14,72.65,3.97,0.8,1,1
2.93,12,91.04,1.86,0.53,0,1
2.38,11,94.71,3.84,0.75,0,0
4.44,11,77.54,2.57,0.74,1,0
3.3,25,87.28,3.86,0.89,0,0
4.04,20,8.13,1.7,0.81,1,0
0.25,5,31.55,0.72,0.65,0,1
4.73,25,68.25,2.62,0.58,0,0
2.48,10,23.98,1.49,0.68,0,0
0.18,29,89.22,1.47,0.72,1,1
2.13,5,87.69,1.76,0.54,0,1
2.0,2,44.86,0.58,0.91,1,1
1.03,9,99.75,3.08,0.39,0,1
3.55,0,31.16,3.2,0.55,0,0
1.51,11,84.69,3.21,0.19,1,0
3.73,14,32.42,3.83,0.43,1,0
4.23,6,27.31,1.34,0.92,1,0
2.43,16,92.81,2.26,0.95,0,1
4.04,8,20.15,0.15,0.56,0,0
1.17,30,15.97,3.44,0.13,1,0
4.23,0,18.15,3.92,0.2,0,0
2.74,1,37.7,0.48,0.42,1,1
3.06,13,81.54,2.07,0.63,0,0
0.13,4,79.26,2.29,0.82,1,1
2.02,14,93.74,0.34,0.77,1,1
1.49,18,69.87,1.64,0.69,0,0
2.61,19,86.38,2.23,0.73,1,1
3.95,15,21.85,3.06,0.46,0,0
0.59,10,28.3,0.66,0.63,1,0
2.54,23,16.49,0.69,0.85,0,0
1.98,23,15.37,3.44,0.67,1,0
3.87,26,5.67,3.31,0.38,0,0
3.22,12,95.18,3.01,0.24,0,0
0.11,27,40.02,1.04,0.77,1,1
3.43,10,76.35,3.2,0.27,1,0
1.5,29,43.7,3.2,0.58,1,0
2.53,30,92.09,2.8,0.24,1,0
3.36,8,92.46,2.8,0.99,0,0
4.76,21,24.99,1.37,0.67,1,0
3.95,18,63.28,2.46,0.39,1,0
1.9,10,37.85,2.8,0.44,1,0
3.08,21,20.46,3.58,0.13,1,0
2.94,22,38.13,3.44,0.03,1,0
4.86,4,30.23,0.88,0.68,1,0
4.13,18,93.41,0.67,0.67,1,1
3.59,27,41.13,1.47,0.84,0,0
2.14,5,37.15,1.65,0.12,0,0
1.05,17,49.59,1.48,0.22,0,0
4.42,21,86.3,2.71,0.48,1,0
4.23,12,31.63,3.94,0.22,0,0
2.9,4,24.22,2.07,0.71,0,0
1.13,15,91.38,1.35,0.19,1,1
3.63,6,39.31,0.55,0.14,0,0
3.61,12,79.97,3.48,0.19,0,0
3.48,30,92.37,3.89,0.95,1,0
0.27,3,83.78,2.09,0.84,1,1
1.48,18,20.58,3.16,0.97,0,0
2.51,23,78.86,3.4,0.98,1,0
2.45,12,31.64,3.68,0.99,1,0
2.09,11,29.6,1.71,0.85,1,0
4.98,0,98.6,2.1,0.39,0,1
1.99,15,67.07,1.63,0.57,0,0
2.8,0,32.24,2.12,0.77,0,0
0.27,25,80.05,1.5,0.07,1,1
1.91,14,92.5,3.51,0.74,1,1
4.62,19,79.57,3.83,0.62,1,0
0.44,16,80.14,0.18,0.33,0,1
4.31,3,62.67,1.64,0.86,1,1
2.22,6,53.8,3.07,0.49,1,0
0.19,0,17.83,0.35,0.8,1,1
2.64,2,35.34,3.47,0.08,1,0
2.48,22,87.55,3.18,0.82,0,0
1.07,13,57.71,1.87,0.99,0,1
1.8,19,31.91,1.38,0.52,1,0
2.51,27,88.53,2.17,0.12,1,0
0.6,4,50.25,1.47,0.42,0,1
0.78,2,8.73,1.75,0.97,1,0
1.02,9,21.12,1.37,0.31,1,0
0.26,26,86.19,2.3,0.51,0,1
1.21,30,18.59,1.47,0.16,0,0
2.66,10,58.58,3.87,0.99,0,0
0.11,13,82.47,0.22,0.96,1,1
0.55,3,82.95,3.67,0.86,0,1
4.46,21,79.89,3.54,0.65,1,0
3.36,26,40.96,3.74,0.32,1,0
1.86,1,27.63,2.77,0.77,1,0
1.06,15,77.43,0.48,0.14,0,1
1.62,25,55.06,1.39,0.82,0,0
4.95,2,25.67,2.1,0.89,1,0
1.75,30,28.57,3.26,0.2,0,0
4.37,22,88.46,3.1,0.81,1,0
3.89,0,85.56,3.39,0.06,0,0
0.8,6,41.54,2.06,0.24,1,0
3.64,17,72.49,3.53,0.27,1,0
3.26,27,86.98,1.01,0.02,1,0
3.79,9,64.89,1.67,0.59,1,0
0.62,25,65.98,0.11,0.24,1,1
2.2,26,70.34,1.62,0.03,0,0
4.35,4,74.64,2.76,0.19,0,0
4.01,2,62.25,3.54,0.35,1,0
4.45,22,11.79,2.01,0.09,1,0
3.71,15,48.24,3.91,0.31,1,0
1.95,30,71.29,0.27,0.21,0,1
1.7,20,86.17,1.05,0.66,1,1
0.73,1,44.95,3.4,0.05,1,0
3.05,19,29.68,2.88,0.99,0,0
1.16,16,72.92,1.1,0.1,0,1
3.19,26,96.43,0.9,0.84,0,1
3.38,11,24.42,2.6,0.9,1,0
0.13,11,73.88,0.18,0.46,1,1
4.14,0,39.0,3.67,0.05,1,0
4.19,15,4.1,3.52,0.16,1,0
1.98,22,8.17,1.97,0.97,1,0
0.45,9,80.44,2.13,0.73,1,1
4.71,12,0.61,0.24,0.94,0,0
3.11,5,67.42,1.14,0.49,1,1
1.03,11,95.6,3.24,0.52,0,1
1.69,23,67.64,2.86,0.83,0,0
3.19,25,72.91,0.87,0.27,0,0
3.28,20,12.26,2.69,0.15,1,0
1.53,21,55.04,1.85,0.77,0,0
2.02,25,60.07,1.05,0.72,1,1
0.73,24,96.85,0.7,0.54,0,1
0.59,21,34.11,2.76,0.2,0,0
0.71,3,59.88,2.09,0.68,0,1
1.81,24,84.32,0.31,0.26,1,1
2.77,16,65.91,1.11,0.76,0,1
3.07,3,8.92,0.44,0.17,1,0
2.28,4,98.36,3.98,0.48,0,1
3.9,11,37.55,0.6,0.76,1,0
2.89,21,15.3,1.8,0.36,1,0
3.8,21,90.83,2.31,0.61,0,0
3.41,19,56.71,0.39,0.26,1,1
3.76,5,43.26,4.0,0.79,0,0
4.09,0,95.91,2.86,0.43,1,0
1.21,7,33.05,3.24,0.19,0,0
0.25,5,25.4,1.01,0.57,1,1
2.95,8,20.16,3.57,0.8,0,0
0.13,19,74.32,0.96,0.19,0,1
0.32,27,22.48,3.4,0.34,1,0
0.49,11,91.66,0.4,0.81,0,1
4.06,22,68.37,3.7,0.85,1,0
0.31,18,8.6,3.96,0.52,0,0
2.9,7,10.95,0.4,0.52,1,0
3.35,7,93.81,2.66,0.24,0,0
2.67,6,27.58,0.38,0.75,0,0
0.76,5,46.43,2.5,0.5,1,1
0.73,11,83.64,1.62,0.25,1,1
4.64,24,59.94,2.23,0.24,1,0
0.73,18,99.28,3.81,0.2,1,1
0.65,23,15.24,3.19,0.38,1,0
1.56,19,26.29,3.11,0.65,0,0
2.29,16,81.43,1.18,0.14,0,1
2.3,22,53.0,3.0,0.64,1,0
4.75,18,66.3,3.12,0.6,1,0
1.95,18,19.38,2.73,0.05,0,0
3.56,14,70.4,1.46,0.26,0,1
2.68,3,6.0,1.25,0.96,0,0
4.94,22,80.96,2.96,0.73,1,0
0.46,30,35.77,2.73,0.77,0,0
4.6,4,61.61,2.33,0.68,1,1
1.56,6,68.14,2.81,0.72,1,0
3.66,21,76.92,2.37,0.01,0,0
0.69,11,98.24,1.39,0.53,0,1
2.13,2,19.7,1.66,0.34,1,0
1.25,25,19.31,3.31,0.38,1,0
3.27,1,75.88,2.78,0.15,1,0
2.49,25,48.23,2.1,0.21,0,0
2.01,25,84.98,3.66,0.8,0,0
1.44,26,83.39,1.21,0.67,0,1
2.2,18,0.44,3.12,0.93,1,0
3.91,24,49.34,1.28,0.47,1,0
3.44,8,72.32,3.35,0.88,1,1
4.18,11,38.12,2.6,0.66,0,0
2.32,2,39.35,2.0,0.86,1,0
2.19,10,75.09,3.77,0.38,0,0
3.26,6,68.8,2.01,0.3,1,0
4.62,7,15.25,0.29,0.89,0,0
0.65,10,18.11,0.67,0.99,0,0
0.84,30,12.34,1.76,0.85,1,0
4.64,29,61.88,0.69,0.77,1,0
1.04,6,86.81,4.0,0.5,0,1
4.23,12,29.61,2.69,0.54,0,0
2.09,28,70.43,1.05,0.99,1,1
1.58,19,94.92,3.16,0.93,0,0
3.62,15,45.39,3.14,0.1,0,0
4.41,30,59.23,3.49,0.03,0,0
0.83,5,18.3,3.58,0.58,1,0
2.94,14,71.58,1.83,0.61,0,1
1.8,22,63.02,1.21,0.62,0,0
4.74,29,11.22,0.83,0.85,0,0
4.22,27,11.23,3.02,0.46,0,0
4.5,30,33.43,3.45,0.45,0,0
1.69,21,46.02,3.58,0.1,1,0
3.67,4,85.96,0.96,0.22,0,1
0.92,29,20.36,0.44,0.36,1,0
4.22,18,63.46,2.13,0.36,1,0
0.5,18,96.23,1.75,0.39,0,1
0.56,23,43.25,1.36,0.53,1,0
3.57,8,48.59,3.26,0.37,1,0
2.25,12,72.49,1.82,0.05,1,1
4.27,16,79.55,1.63,0.03,1,0
3.53,7,21.04,1.47,0.39,1,0
2.2,26,52.58,3.63,0.07,1,0
0.77,10,96.54,2.3,0.51,0,1
1.23,2,72.37,0.5,0.99,0,1
0.3,6,84.69,1.79,0.74,1,1
4.65,6,86.53,1.35,0.61,1,1
1.68,3,23.66,1.37,0.96,0,0
1.48,22,45.86,1.66,0.76,1,0
0.2,21,42.21,0.91,0.99,0,1
1.4,18,96.94,2.72,0.46,0,0
3.17,25,37.03,3.76,0.08,1,0
3.12,0,6.74,2.92,0.4,1,0
2.63,0,11.18,0.84,0.45,0,0
3.69,3,34.74,0.95,0.1,1,0
1.18,14,91.28,1.65,0.14,1,1
1.65,4,94.73,3.84,0.05,1,1
1.4,28,13.13,2.95,0.19,0,0
2.81,23,56.07,1.7,0.5,0,0
2.12,21,70.72,1.34,0.23,0,1
0.28,29,56.4,3.38,0.71,0,0
3.99,10,72.14,2.16,0.73,0,1
0.36,20,18.44,0.37,0.36,1,1
0.49,20,38.76,3.27,0.65,1,0
0.84,17,54.78,1.39,0.29,1,1
1.83,26,46.08,1.85,0.76,0,0
3.22,2,37.58,3.48,0.33,1,0
3.49,14,26.62,1.42,0.69,1,0
1.9,28,47.24,2.95,0.51,1,0
1.76,26,97.91,1.46,0.17,0,1
0.42,25,63.59,0.76,0.01,1,1
3.18,6,17.72,3.69,0.47,0,0
1.57,18,33.88,1.43,0.21,0,0
1.55,5,60.19,1.0,0.99,1,1
3.7,5,9.81,0.35,0.56,0,0
4.18,9,9.37,3.43,0.03,1,0
1.29,20,78.96,1.28,0.09,1,1
2.68,9,8.4,1.54,0.44,1,0
0.22,8,76.94,1.46,0.05,0,1
4.52,25,13.62,0.71,0.72,0,0
2.41,22,62.55,3.4,0.74,0,0
0.36,21,75.77,3.96,0.68,1,1
3.29,5,41.56,3.09,0.15,1,0
1.61,6,34.87,1.05,0.31,1,0
1.27,0,64.3,0.25,0.55,0,1
4.38,10,44.08,3.08,0.62,0,0
1.61,6,87.17,2.53,0.89,1,1
3.26,25,7.45,2.65,0.77,1,0
4.21,18,67.55,1.73,0.45,0,0
2.85,7,20.7,3.1,0.91,1,0
3.72,17,88.51,0.57,0.55,0,1
1.62,27,8.47,1.4,0.69,0,0
4.37,17,37.89,2.0,0.42,0,0
4.26,19,20.69,1.94,0.09,0,0
0.49,20,55.04,0.82,0.19,1,1
4.48,1,88.43,0.27,0.95,1,1
2.97,4,71.47,2.56,0.17,1,1
1.44,21,82.18,3.01,0.33,1,0
1.57,13,57.86,3.07,0.19,0,0
3.22,29,10.65,2.46,0.51,0,0
0.85,15,10.34,2.38,0.62,0,0
0.7,26,77.79,3.21,0.13,0,0
0.56,14,2.77,2.07,0.63,0,0
0.58,15,52.18,3.28,0.32,0,0
4.27,2,94.48,1.97,0.69,1,1
1.57,12,96.19,3.76,0.87,0,0
2.26,6,23.22,0.34,0.55,1,0
0.26,26,85.46,1.95,0.76,1,1
3.57,1,33.99,2.9,0.72,0,0
3.03,9,23.69,3.46,0.46,1,0
1.83,22,73.53,3.09,0.3,0,0
4.11,7,83.87,3.8,0.37,1,0
4.18,9,92.04,0.79,0.5,1,1
4.5,29,72.22,1.78,0.2,0,0
1.6,4,59.52,1.46,0.85,0,1
4.61,12,74.49,3.57,0.63,0,0
2.76,27,32.5,2.57,0.68,0,0
2.74,28,59.06,3.16,0.54,0,0
1.44,16,80.43,1.41,0.04,0,1
2.16,11,71.06,3.29,0.36,0,0
1.68,24,7.3,1.7,0.53,0,0
1.12,10,50.44,3.89,0.81,0,0
3.64,15,18.46,1.82,0.5,1,0
1.0,23,65.73,2.09,0.41,1,0
0.13,4,55.11,3.08,0.72,0,1
0.78,17,75.97,1.93,0.54,0,1
3.17,18,4.08,1.42,0.32,0,0
1.73,22,26.79,0.19,0.72,0,0
1.11,0,42.72,1.56,0.32,0,0
1.31,27,5.79,1.85,0.91,0,0
4.08,29,36.43,1.88,0.59,1,0
3.88,8,57.43,2.9,0.7,0,0
4.96,0,63.64,3.17,0.45,1,0
0.28,18,98.47,1.03,0.07,1,1
3.88,16,93.12,0.66,0.11,0,1
4.43,2,13.73,2.87,0.88,0,0
1.92,26,6.52,0.75,0.43,1,0
2.13,5,98.31,3.8,0.2,1,1
3.48,23,87.74,0.19,0.44,1,1
1.64,6,14.59,2.05,0.6,0,0
1.35,12,7.73,3.13,0.44,0,0
4.15,0,13.61,2.99,0.68,1,0
4.26,1,13.43,2.48,0.2,1,0
1.32,20,83.02,3.71,0.03,1,1
0.87,1,15.83,3.3,0.17,1,0
3.36,26,81.22,3.6,0.46,1,0
1.66,15,36.78,0.83,0.51,0,0
2.04,10,78.71,3.7,0.28,1,0
2.61,25,51.03,0.46,0.9,1,1
3.98,18,58.55,3.96,0.7,0,0
1.14,16,78.1,1.49,0.7,0,1
0.33,2,49.32,1.11,0.67,0,1
0.1,24,60.13,3.86,0.24,1,0
1.8,30,36.71,2.54,0.44,0,0
3.41,12,6.37,2.63,0.62,0,0
0.29,3,51.3,1.45,0.78,1,1
1.12,0,22.9,3.39,0.58,1,0
0.88,19,13.94,2.84,0.28,1,0
2.72,14,13.61,0.75,0.04,1,0
4.52,7,74.58,3.79,0.34,0,0
2.14,26,12.66,3.47,0.57,0,0
1.26,1,15.94,2.29,0.12,0,0
4.16,8,24.55,3.73,0.62,1,0
2.73,6,44.28,3.2,0.37,0,0
3.1,12,62.28,1.54,0.53,0,0
4.6,6,49.3,1.07,0.01,1,0
0.91,28,2.4,2.34,0.22,1,0
4.5,1,3.44,2.78,0.46,0,0
4.83,28,27.71,0.11,0.79,0,0
0.47,20,92.59,1.83,0.18,1,1
2.09,13,81.3,2.9,0.3,1,0
0.71,29,52.31,2.03,0.43,0,0
3.06,29,54.19,0.27,0.72,0,1
1.63,27,37.63,0.45,0.38,0,0
3.13,5,19.78,3.84,0.42,1,0
3.83,26,97.67,0.81,0.21,1,0
0.45,15,2.06,1.19,0.16,0,0
1.69,4,20.1,1.92,0.53,1,0
0.97,27,52.63,3.04,0.0,0,0
4.92,11,32.26,2.95,0.19,0,0
4.77,16,12.47,3.95,0.45,1,0
2.46,8,80.37,2.5,0.99,1,1
0.56,2,30.3,1.99,0.87,0,1
2.31,10,24.44,1.19,0.73,0,0
3.92,20,61.07,0.76,0.79,0,0
3.55,28,88.19,1.26,0.22,0,0
4.56,28,6.02,0.92,0.11,0,0
2.92,21,41.22,0.78,0.86,0,0
2.34,30,62.32,0.77,0.81,0,0
4.68,22,6.31,3.26,0.18,1,0
1.97,21,95.75,2.3,0.24,0,0
2.78,11,43.88,0.54,0.64,1,0
0.29,23,39.22,1.39,0.15,0,0
3.36,28,60.31,2.51,0.88,0,0
4.05,2,10.13,0.49,0.52,1,0
1.18,10,43.14,2.11,0.06,1,0
0.69,2,72.17,2.11,0.17,0,1
1.27,24,70.39,1.96,0.8,1,1
1.31,4,55.93,0.87,0.36,0,1
0.56,14,46.78,0.49,0.12,0,1
1.84,16,54.06,3.29,0.51,0,0
1.15,30,9.87,2.26,0.5,1,0
3.29,25,33.77,2.97,0.97,0,0
2.97,19,0.2,0.68,0.37,0,0
4.9,24,97.83,0.24,0.42,1,1
1.64,19,7.0,2.62,0.68,0,0
2.82,30,95.98,0.31,0.77,1,1
4.26,28,49.59,1.45,0.28,1,0
3.42,3,28.39,0.93,0.82,0,0
3.38,11,95.6,3.47,0.95,0,0
3.54,14,53.59,3.29,0.69,0,0
0.6,29,42.53,0.72,0.06,0,0
0.87,0,60.65,3.42,0.13,1,1
2.54,20,67.35,0.37,0.85,0,1
4.6,22,42.89,1.58,0.93,0,0
2.96,16,90.11,2.43,0.14,0,0
0.78,25,75.02,0.94,0.62,1,1
0.77,1,81.52,0.91,0.36,1,1
1.35,11,64.27,0.15,0.46,1,1
1.62,5,80.58,3.93,0.53,0,1
3.93,19,58.19,1.43,0.19,0,0
3.35,0,76.81,2.76,0.77,0,1
3.63,15,12.54,1.8,0.38,0,0
3.44,27,30.01,1.38,0.26,0,0
0.19,14,99.99,0.3,0.9,0,1
1.06,30,15.12,0.24,0.78,0,0
0.61,11,83.11,2.57,0.24,0,0
3.25,7,83.2,0.42,0.39,0,1
4.08,3,87.1,1.61,0.2,0,1
3.31,28,11.03,2.09,0.79,1,0
2.44,17,91.26,2.76,0.92,0,0
4.12,21,14.42,0.52,0.71,0,0
0.4,10,17.72,1.82,0.99,0,0
4.36,30,89.32,2.51,0.79,0,0
2.07,27,41.96,1.75,0.72,1,0
2.13,21,10.81,2.67,0.18,1,0
3.52,22,33.6,2.32,0.37,0,0
3.65,27,80.0,1.11,0.95,1,1
2.34,5,6.17,1.56,0.31,1,0
3.55,19,13.3,2.63,0.49,1,0
3.99,8,31.6,3.04,0.35,1,0
2.73,21,71.74,0.54,0.1,0,1
3.96,3,74.9,3.26,0.04,0,0
3.65,24,0.49,1.44,0.7,0,0
1.79,16,98.41,1.72,0.27,1,1
3.43,24,19.54,1.22,0.13,1,0
1.11,24,74.11,3.72,0.77,0,0
2.99,5,58.91,0.96,0.3,1,1
1.81,23,15.6,2.82,0.48,1,0
2.8,11,92.35,1.3,0.57,1,1
0.77,23,50.73,0.42,0.8,0,1
2.27,21,81.78,2.51,0.13,1,0
3.82,26,56.61,3.29,0.97,0,0
4.96,18,64.33,0.98,0.16,0,0
3.03,8,95.84,3.33,0.71,0,0
2.28,17,66.9,1.05,0.92,1,1
1.3,9,57.9,1.81,0.84,0,1
2.73,28,49.87,2.92,0.98,0,0
3.13,16,19.91,0.94,0.4,1,0
4.96,8,75.68,0.64,0.29,0,1
1.01,13,99.05,3.91,0.93,1,1
4.8,22,7.54,2.4,0.94,0,0
2.74,9,5.5,3.89,0.49,0,0
4.56,23,34.73,3.97,0.7,0,0
3.08,11,81.89,0.26,0.95,0,1
3.78,9,25.61,2.74,0.58,1,0
1.29,11,38.11,3.96,0.76,0,0
2.31,15,96.17,0.76,0.8,1,1
4.21,2,34.85,0.57,0.17,1,0
1.06,28,70.13,2.28,0.64,0,1
2.1,17,32.63,0.43,0.64,1,1
2.92,21,68.95,0.48,0.09,0,1
4.5,30,18.6,0.85,0.78,1,0
4.98,6,64.9,2.52,0.95,1,0
0.73,7,5.54,2.41,0.62,0,0
4.15,24,20.19,3.08,0.23,0,0
2.7,10,80.45,2.69,0.2,0,0
1.24,30,72.11,3.17,0.89,1,1
3.52,3,96.48,2.27,0.19,1,1
0.46,28,59.75,1.65,0.32,1,1
1.58,22,82.61,2.58,0.92,0,0
1.83,1,15.4,1.31,0.73,0,0
0.72,1,70.44,0.55,0.12,0,1
1.06,23,41.77,3.28,0.26,0,0
3.61,23,97.57,0.21,0.67,0,1
0.35,12,52.75,3.17,0.7,1,1
0.4,24,5.76,3.0,0.59,0,0
0.29,3,11.29,1.47,0.44,0,1
2.66,14,18.98,0.43,0.49,0,0
0.21,27,47.61,2.29,0.81,1,0
0.58,9,54.35,0.42,0.5,0,1
2.14,9,13.79,2.36,0.95,1,0
1.41,19,26.3,0.84,0.35,0,0
2.69,10,79.05,0.59,0.06,1,1
3.28,22,58.72,0.26,0.09,1,0
4.8,18,57.18,2.37,0.74,1,0
0.36,29,52.41,3.78,0.64,1,0
1.4,11,4.11,0.95,0.46,0,0
2.26,22,47.28,1.42,0.02,1,0
4.71,19,0.95,0.82,0.42,1,0
2.57,24,31.56,2.95,0.83,0,0
3.27,4,79.35,1.34,0.51,1,1
0.32,5,51.42,2.02,0.58,0,1
2.39,26,82.1,2.45,0.22,1,0
3.44,5,11.13,0.15,0.23,1,0
2.07,15,87.27,3.8,0.94,1,1
0.27,5,78.6,1.94,0.55,0,1
1.4,27,30.08,1.63,0.26,0,0
2.91,24,61.02,2.1,0.66,0,0
2.97,1,58.62,3.98,0.7,0,0
4.53,8,56.32,2.74,0.05,0,0
4.66,20,71.13,1.3,0.31,0,1
4.98,10,52.45,2.91,0.17,0,0
1.02,10,59.37,1.98,0.94,1,1
3.69,20,56.71,3.81,0.74,1,0
4.15,2,23.29,3.37,0.83,0,0
1.84,3,79.6,2.35,0.28,1,1
0.71,6,41.4,3.67,0.53,1,0
2.51,8,0.88,1.12,0.02,0,0
4.52,30,47.36,3.31,0.69,1,0
4.93,14,17.71,3.24,0.99,0,0
0.45,18,54.07,3.79,0.79,0,1
3.98,19,22.97,3.34,0.07,0,0
2.87,25,74.98,2.01,0.63,1,1
1.85,26,55.06,3.8,0.97,0,0
2.08,15,59.1,0.77,0.64,1,1
2.23,4,10.34,0.58,0.25,0,0
1.02,9,4.82,1.18,0.05,1,0
0.75,7,75.69,1.84,0.68,0,1
1.11,10,28.14,1.34,0.77,1,0
2.21,14,9.09,3.76,0.88,1,0
3.02,12,49.55,3.76,0.17,0,0
1.83,8,70.45,0.36,0.39,0,1
3.36,0,33.55,1.7,0.85,1,0
2.1,6,38.74,2.77,0.35,1,0
0.62,15,82.2,0.13,0.11,0,1
2.51,17,33.34,0.15,0.24,0,0
1.48,30,14.33,2.86,0.4,1,0
0.59,6,11.73,3.54,0.52,1,0
2.52,9,1.96,2.52,0.9,1,0
1.45,22,14.13,1.86,0.08,1,0
1.23,4,82.03,0.27,0.85,0,1
4.87,11,57.6,0.52,0.97,0,0
4.12,25,40.25,0.46,0.69,0,0
1.08,14,11.24,2.18,0.43,1,0
3.15,19,93.01,2.27,0.63,0,0
3.4,8,3.64,0.52,0.66,1,0
3.5,2,4.88,2.5,0.84,1,0
2.4,15,53.04,1.32,0.57,0,0
0.21,3,5.65,0.69,0.62,1,1
3.7,2,50.46,1.15,0.92,1,1
4.78,19,54.06,1.91,0.37,1,0
3.82,11,78.84,3.0,0.22,0,0
3.41,20,54.91,3.02,0.08,1,0
4.54,5,12.46,2.67,0.8,1,0
3.79,26,24.28,0.22,0.55,1,0
4.46,4,49.36,3.37,0.56,1,0
3.64,1,53.38,0.29,0.92,0,1
0.84,5,77.43,3.36,0.65,1,1
1.11,12,35.12,1.84,0.65,1,0
3.3,16,35.15,3.52,0.41,1,0
0.24,0,12.27,0.17,0.88,0,1
1.85,13,1.66,3.95,0.76,1,0
0.24,6,85.67,2.67,0.31,0,1
4.35,9,34.83,3.79,0.89,0,0
4.19,30,74.08,1.73,0.43,1,0
3.2,7,85.5,1.37,0.4,1,1
1.14,17,49.02,0.73,0.05,0,0
0.6,13,61.45,0.84,0.7,1,1
4.59,8,56.19,2.44,0.4,0,0
3.84,13,90.67,2.27,0.09,0,0
2.38,4,14.94,2.03,0.34,1,0
0.76,23,82.87,3.74,0.16,1,0
4.12,11,81.36,3.9,0.78,0,0
4.14,18,91.47,0.12,0.63,1,1
1.9,10,47.24,0.66,0.58,0,0
2.85,3,94.4,1.35,0.23,1,1
1.99,15,47.54,0.53,0.52,1,0
4.14,7,20.22,1.4,0.87,0,0
2.3,10,60.21,1.77,0.54,0,0
3.61,18,48.94,2.36,0.55,1,0
4.22,27,15.65,1.82,0.68,0,0
0.16,26,61.06,0.49,0.39,0,1
3.23,23,13.48,3.08,0.99,0,0
4.82,1,72.47,3.59,0.45,1,0
0.92,6,88.05,0.13,0.72,0,1
2.28,18,58.61,1.83,0.13,0,0
1.37,17,63.23,1.07,0.4,1,1
4.9,25,44.33,1.07,0.08,0,0
1.26,15,92.13,0.3,0.47,1,1
1.26,11,11.11,3.24,0.01,0,0
0.65,0,92.45,2.51,0.59,0,1
3.35,14,31.58,0.33,0.01,0,0
3.54,11,48.46,0.41,0.85,1,1
3.53,28,21.12,3.22,0.99,0,0
2.13,22,3.97,1.24,0.82,1,0
2.39,8,95.55,3.06,0.52,1,1
3.61,19,36.07,2.15,0.23,1,0
0.38,1,20.61,0.91,0.26,0,1
1.37,24,68.68,0.74,0.78,0,1
4.19,11,64.28,3.73,0.29,0,0
3.04,17,2.43,0.51,0.46,0,0
0.66,1,65.55,0.44,0.24,0,1
4.0,10,22.5,2.06,0.49,1,0
2.8,26,97.74,2.22,0.99,1,1
2.55,8,6.88,1.43,0.6,1,0
3.24,29,40.78,2.23,0.12,0,0
0.12,27,57.46,2.01,0.92,0,1
